asset,subset,n_onchain,err_reduction_pct,corr_b,nonoverlap_p
BTC,all on-chain,37,34.260311286679986,0.2885665998287814,0.10998931527137756
BTC,+ trending only,8,27.66927066144862,0.24867975998898192,0.09944666922092438
BTC,+ non-trending only,29,13.687969355265064,0.14872406069501243,0.3672019839286804
ADA,all on-chain,30,22.095751755314662,0.46495209619243394,0.12279621884226799
ADA,+ trending only,8,34.64191116143187,0.4606629339427193,0.07749531045556068
ADA,+ non-trending only,22,14.529748908675344,0.44487934479649294,0.5075842142105103
