strat_cagr,strat_sharpe,strat_maxdd,bh_cagr,bh_sharpe,bh_maxdd,time_in_market,n_trades,asset,signal
-0.027980228741708135,0.0997415075546405,-0.6636734396920043,0.4150211695055439,0.8935758919814387,-0.766688159592035,0.42467652495378927,91,BTC,COMPOSITE valuation (hold when cheap half)
-0.2517424129418785,-0.23715848991242694,-0.8825712258874473,0.19514055707495426,0.6494580827524766,-0.9222121456008299,0.5203327171903882,55,ADA,COMPOSITE valuation (hold when cheap half)
