asset,feature,horizon_days,n,pearson_r,spearman_r,naive_p,nw_p,nw_q
BTC,ExchangeNetFlow_7d_MA,30,2308,0.012814939599430116,-0.0007622260662900433,0.9708049284404994,0.7983623256358812,0.8424436810390893
BTC,Puell_Multiple,30,1950,0.05877666774385896,0.0359020568801242,0.1129921799969861,0.5998985490431994,0.7147926467418173
BTC,HashRate_30d_MA,30,2285,-0.12236978088929688,-0.11529851693921575,3.259628368317678e-08,0.16492580990262773,0.39398943476738846
BTC,HashRate_vs_MA30,30,2285,0.027206735488443514,0.035433470178933474,0.09038237818482163,0.4142804949962854,0.5883226359417189
ADA,AdrActCnt,3,2341,-0.07373236619993842,-0.05555057415954813,0.007179687422750886,0.008638305527386059,0.05099757697173163
ADA,CapMVRVCur,3,2341,0.03839715346940126,-0.051842317557043105,0.012118325764605998,0.3540413851845542,0.4764669109025776
ADA,SplyCur,3,2341,-0.09739392369679918,-0.08532657156768028,3.568665353445437e-05,0.004004013631590942,0.03047515916193078
ADA,NVT_Tx_Basis,3,2314,0.06822616103278435,-0.0009367999067720482,0.9640757973665662,0.059190641891561584,0.11518178962682254
ADA,Activity_Velocity,3,2341,-0.07528069957258586,-0.05702604637165509,0.00578166066733717,0.02991695957692031,0.09322879509745141
ADA,FearGreedValue,3,2340,0.08872458407141304,0.02707221236275764,0.19049400535613623,0.01917543629328621,0.08628946331978794
ADA,ActiveStakeADA,3,2121,-0.00503526430389094,0.005535390642459771,0.7988927926160205,0.8667792512264458,0.9110672421650234
ADA,Tx_Intensity,3,2341,-0.07528069957258586,-0.05702604637165509,0.00578166066733717,0.02991695957692031,0.09322879509745141
ADA,Velocity_Momentum,3,2334,-0.00972998223726589,-0.006835159526615675,0.7413669451333301,0.6823376274643418,0.738771566577934
ADA,Log_Return,3,2340,0.0026501343050811255,-0.010574069449308488,0.6091786546710755,0.9266172265139547,0.9530920044143534
ADA,Tx_Intensity_lag_1d,3,2340,-0.07821795438918201,-0.061753996791387225,0.0028033565696900333,0.02258861582505571,0.09134297587556632
ADA,AdrActCnt_lag_1d,3,2340,-0.07564043663398957,-0.06033159912005543,0.0035053302703888676,0.007317246239641594,0.04789470265947226
ADA,NVT_Tx_Basis_lag_1d,3,2313,0.07007417362655939,0.002274749414552664,0.9129312147539203,0.050646862982875365,0.11050224650809169
ADA,Velocity_Momentum_lag_1d,3,2333,-0.0003729842371855671,-0.000833607904859701,0.9678996837299468,0.9865192974275313,0.9917318604644595
ADA,Tx_Intensity_lag_3d,3,2338,-0.07753017356952857,-0.05755106607254583,0.005376289348581373,0.023026733331740556,0.09134297587556632
ADA,AdrActCnt_lag_3d,3,2338,-0.06699946043858206,-0.06226905116847542,0.002593612487617444,0.02070392589938097,0.08768721557384881
ADA,NVT_Tx_Basis_lag_3d,3,2311,0.0688044597046731,0.003274126196317192,0.8749990574126739,0.051418125278312854,0.11051059761309032
ADA,Velocity_Momentum_lag_3d,3,2331,0.011931818314926543,0.01346009081858138,0.5159895085728786,0.5720535570023698,0.65900569766673
ADA,Tx_Intensity_lag_7d,3,2334,-0.07205058966487511,-0.05818227704752779,0.004927298325161951,0.05242514050452044,0.11067885091481604
ADA,AdrActCnt_lag_7d,3,2334,-0.07511756230145646,-0.06557394395712288,0.0015260185840799269,0.008863773635906395,0.05099757697173163
ADA,NVT_Tx_Basis_lag_7d,3,2307,0.06974378657184922,0.006764686538812274,0.7453749034817785,0.03813423521573668,0.09673271567248463
ADA,Velocity_Momentum_lag_7d,3,2327,0.015252206374525238,-0.015039437536830097,0.46836709649485103,0.5828774525147444,0.6635118457914686
ADA,Tx_Intensity_lag_14d,3,2327,-0.0734731188899128,-0.052533081093679976,0.011259789798832241,0.03429819890892034,0.09673271567248463
ADA,AdrActCnt_lag_14d,3,2327,-0.08673935709990412,-0.0764190524107163,0.0002244362037112799,0.002086996468074829,0.021046738732634507
ADA,NVT_Tx_Basis_lag_14d,3,2300,0.05049421390058721,-0.005595316912076017,0.7885467627228396,0.13318913287859385,0.22689956251873786
ADA,Velocity_Momentum_lag_14d,3,2320,-0.003574203065386452,0.014069269880945473,0.4981940092557391,0.8908010929612074,0.9295315752638685
ADA,Tx_Intensity_lag_30d,3,2311,-0.08009482530696163,-0.053893131703633315,0.009562004716096806,0.017833793192041408,0.08560220732179875
ADA,AdrActCnt_lag_30d,3,2311,-0.07980733995981179,-0.07191528437410359,0.0005406101857876892,0.009209565613891208,0.05099757697173163
