time,asset,PriceUSD,CapMrktCurUSD,TxCnt,AdrActCnt,CapMVRVCur,HashRate,FlowInExUSD,FlowOutExUSD,IssTotUSD,FeeTotNtv,NVT_Tx_Basis,Activity_Velocity,FearGreedValue
2020-02-07,btc,9800.27939982466,178417196310.33414,333319.0,865396.0,1.7097118,106866528.80048823,281245939.8868205,278892383.0671643,17027985.457195345,30.87725014,567124.7277933531,0.38516355518167406,56.0
2020-02-08,btc,9911.29340841613,180455462436.1386,315526.0,709380.0,1.7266427100000001,106866528.80048823,173420057.16191092,242981114.96901974,17220872.297123026,20.96670859,572825.1897837681,0.4447912261411373,56.0
2020-02-09,btc,10151.0832026885,184840742312.64767,318974.0,695691.0,1.7664075700000001,117630064.07535753,222111626.6836948,170816996.49476466,19413946.625141755,20.02549756,584088.8021002581,0.4584995349947031,56.0
2020-02-10,btc,9872.36187305669,179780570081.514,295461.0,703356.0,1.71346985,93796521.681004,418370390.38785833,371189971.5357402,15055351.856411451,28.26855498,568376.300071799,0.4200731919540034,57.0
2020-02-11,btc,10272.2225558738,187081233587.23752,361869.0,885934.0,1.7792319,114210895.7545908,384887509.3126293,278148840.6472272,19003611.72836653,33.94424776,590464.5691855252,0.4084604496497482,52.0
2020-02-12,btc,10360.1352229106,188700718413.703,350973.0,822547.0,1.79208365,109742275.1892226,447802070.52600306,364863356.77083784,18389240.020666316,38.29046921,594093.3292356632,0.42669051130208974,61.0
2020-02-13,btc,10235.4973226184,186448589139.1426,336765.0,815808.0,1.76851563,108969442.26535484,382864816.61377376,336372035.97617435,18040064.03111493,34.63479347,586331.858739292,0.41279933513767947,65.0
2020-02-14,btc,10361.6156901812,188763431392.39105,329123.0,741471.0,1.7883096,104332444.72214827,341693537.19946295,332863867.6609728,17485226.477180775,32.91772289,593262.3525872591,0.44387845242767415,63.0
2020-02-15,btc,9911.72432700175,180585098507.1185,316931.0,736640.0,1.71075719,109742275.1892226,220947942.88315526,228455944.89543056,17593310.680428106,27.63375097,565909.6956853232,0.4302386511728931,64.0
2020-02-16,btc,9952.04661157218,181337408895.616,299527.0,655188.0,1.71695434,109742275.1892226,175662382.36495817,164101825.18884262,17664882.73554062,22.16629317,567161.3633591366,0.45716191383236565,59.0
2020-02-17,btc,9683.0796277031,176455532970.77463,337935.0,773751.0,1.67061779,121334769.04723918,316952159.59710926,259681425.4546185,19003043.769367334,24.86386761,550357.5912436659,0.43674903166522566,49.0
2020-02-18,btc,10195.3037904734,185808950969.89786,327054.0,783570.0,1.7542542600000002,115924938.58016479,354159972.6319436,379938887.01178914,19116194.607137624,30.70683728,578549.7239952503,0.41738963972587007,53.0
2020-02-19,btc,9636.00229865576,175632690004.1369,340104.0,792783.0,1.65794069,108969442.26535484,311270880.85634005,342382565.59796077,16983454.051380776,31.31333496,546030.7738147913,0.4290001173082672,50.0
2020-02-20,btc,9614.03012244302,175247351456.8183,311982.0,766448.0,1.65435215,97376948.40733843,339718023.7035452,400407241.3719389,15142097.442847757,27.26710294,546367.4854869612,0.4070491409723817,44.0
2020-02-21,btc,9701.79750268849,176865876880.39227,341390.0,768521.0,1.66881312,119016270.27563587,250154197.63957027,351328664.10945606,18675960.192675345,23.7836571,549604.159455797,0.4442168789141741,44.0
2020-02-22,btc,9675.24905756868,176399792167.0473,300166.0,660812.0,1.66379813,114379272.73242924,133417481.595806,130201373.88664813,17899210.75650206,17.90379811,547131.211138188,0.45423811916248497,43.0
2020-02-23,btc,9972.84242308591,181843236236.8033,289114.0,622397.0,1.71384131,109742275.1892226,197777712.0766963,190282898.39691794,17701795.30097749,16.93047175,561999.402264891,0.46451702048692395,46.0
2020-02-24,btc,9648.00788310929,175937259068.28143,328045.0,758122.0,1.65765413,108969442.26535484,308870782.23295754,314254429.4463745,17004613.893980123,22.98117293,541199.1103407079,0.43270740065583113,46.0
2020-02-25,btc,9344.28714009351,170415547339.4431,339313.0,743278.0,1.60369037,111005384.3400511,262374218.7682713,296810263.2736546,16819716.852168318,25.13210161,524240.9461826868,0.4565088701670169,44.0
2020-02-26,btc,8798.88894856809,160483857843.05478,328537.0,778003.0,1.5115191600000002,104700775.42728595,388780840.5730599,358540743.6702015,14958111.212565754,29.4826701,494315.1906990681,0.42228243335822613,41.0
2020-02-27,btc,8779.02948188194,160137770415.14587,338194.0,777389.0,1.5090115800000001,113169220.49861053,314144484.88326055,356325989.81534874,16131466.672958065,26.8926774,492944.9760312826,0.4350383141516023,39.0
2020-02-28,btc,8750.59344599649,159636352746.77158,361653.0,778213.0,1.50435395,121637665.56993525,305957580.9385927,349741229.54954386,17282422.055843066,25.33222814,489663.5564179054,0.46472238320357023,40.0
2020-02-29,btc,8582.09029964933,156577275161.49323,309086.0,679597.0,1.4758156900000001,107010351.35582903,113962129.72090502,133416640.33041006,14911381.89564071,18.45936649,480059.2545017081,0.45480777578476655,38.0
2020-03-01,btc,8541.77389392169,155860614930.09494,312717.0,674209.0,1.46928146,136264979.78404152,112284786.61273956,111330223.44743735,18898674.74030174,14.47682229,476800.3886473186,0.4638279821242374,39.0
2020-03-02,btc,8906.21475645821,162527106819.9153,341655.0,829550.0,1.53109223,114708937.78430595,308411031.41568005,295010985.58240175,16587824.983903416,23.27773824,496899.42696388625,0.4118558254475318,38.0
2020-03-03,btc,8768.81061420222,160036426101.82806,346828.0,840712.0,1.5070435400000002,117788372.35569674,260163316.00128627,272418862.41973233,16770350.299661746,24.9233851,487209.20403256355,0.41254079875153443,38.0
2020-03-04,btc,8756.36957218001,159827648015.21225,350503.0,857423.0,1.50859699,128566393.35556455,219391091.27003032,300800033.6200272,18278921.48192577,23.66006776,487243.7626978887,0.4087865615921196,40.0
2020-03-05,btc,9062.61580274693,165435942800.14697,350421.0,793221.0,1.56090164,125486958.78417374,285745952.73215777,314992722.39011234,18465079.69809687,24.49823848,502781.226473651,0.4417696959611508,41.0
2020-03-06,btc,9147.08505897136,166995631895.5666,338758.0,804945.0,1.57478419,119328089.64139213,241928545.0812669,383407015.0713209,17722477.30175701,26.72650429,507221.8844714302,0.4208461447676549,39.0
2020-03-07,btc,8898.30695675044,162471226444.75668,313782.0,682432.0,1.53210003,120867806.92708752,117405597.52989627,102178810.2675167,17462927.402622737,18.43739742,493573.1193110438,0.4597996576948326,38.0
2020-03-08,btc,8109.61454114553,148086770498.23337,304534.0,654911.0,1.39731984,121637665.56993525,202564656.9250872,198548054.68449265,16016488.718762422,16.31170846,450580.3445126971,0.4650005878661375,33.0
2020-03-09,btc,7896.38531987142,144207873678.32483,347351.0,809850.0,1.36296685,120142063.4511651,597544197.0782378,504168350.6256965,14805722.474758912,25.76748365,436317.830610072,0.42890782243625364,17.0
2020-03-10,btc,7909.92787545295,144468246215.19913,329508.0,807778.0,1.3667676,108616241.39191228,365205569.1669163,327515532.895987,13051380.994497368,27.85651202,438639.4778398336,0.4079190074500667,16.0
2020-03-11,btc,7939.34133477499,145017268327.98508,290284.0,728889.0,1.37532279,97919187.31543607,288530336.1176757,253102607.30975977,11809770.235477798,30.50425847,443223.25893857196,0.3982554270952093,17.0
2020-03-12,btc,4959.31341437756,90594467680.79959,346057.0,909601.0,0.8774690900000001,124250397.34983888,814650822.5417218,598738454.0256151,9360704.069637645,60.27268581,276607.6780397067,0.3804492299370823,14.0
2020-03-13,btc,5627.69238836938,102812902144.09328,279662.0,786409.0,1.00230839,102856289.19688664,1078959554.0206513,929439244.8683974,8793269.356827157,84.53514729,315615.89069055574,0.3556190226714089,10.0
2020-03-14,btc,5145.17250642899,94005928118.49553,276029.0,772769.0,0.91943052,105324840.13761191,355920510.49911857,292747675.6985985,8232276.010286384,53.38664899,289880.088103659,0.3571947114855798,8.0
2020-03-15,btc,5358.61066335476,97913564614.60316,224876.0,629326.0,0.9586443000000001,97919187.31543607,203092511.3216756,181031499.97214696,7970933.361740205,42.20753235,304432.6512429228,0.3573283163257199,12.0
2020-03-16,btc,5012.92738778492,91604630050.69981,269587.0,725120.0,0.9005596,97919187.31543607,478892984.19304943,537022508.7299114,7456729.489330068,61.87674265,286995.089219273,0.3717826015004413,9.0
2020-03-17,btc,5416.7547106955,98992369512.90936,279277.0,765477.0,0.9746562500000001,101210588.56973645,399746002.4140173,403194276.25769347,8328260.367694331,62.61810511,311807.579011287,0.3648404850831573,8.0
2020-03-18,btc,5392.48783594389,98555627712.75357,233212.0,633373.0,0.9709875200000001,82285031.35750929,245969996.22548762,355261901.05778474,6740609.794929863,60.56676788,314210.18816318235,0.36820641233522744,11.0
2020-03-19,btc,6203.5516320865,113387305928.47572,265543.0,709786.0,1.11612479,88044983.55253497,360659809.56749195,438383767.5960706,8297250.307915694,68.82659617,363417.4411363492,0.3741169873736591,12.0
2020-03-20,btc,6174.14947603741,112858311337.38545,282852.0,734614.0,1.11275432,89690684.17968515,452583125.6378878,396281291.1293737,8412278.66110097,79.23757339,364162.1082470792,0.3850348618458129,9.0
