time,asset,PriceUSD,CapMrktCurUSD,TxCnt,AdrActCnt,CapMVRVCur,SplyCur,NVT_Tx_Basis,Activity_Velocity,FearGreedValue,ActiveStakeADA
2025-05-01,ada,0.7055533203294181,25135909005.163063,32470.0,22855.0,1.1328709770540377,35625810666.48128,790236.813370108,1.4206956902209582,53.0,22049432187.784737
2025-05-02,ada,0.6973282973679431,24843293341.061825,34702.0,21781.0,1.1185980376923368,35626394963.22253,776427.4400776537,1.5932234516321564,67.0,22049432187.784737
2025-05-03,ada,0.701404259953269,24988654318.81134,28860.0,18627.0,1.124765620542819,35626607572.18128,776394.7839496463,1.5493638267031729,65.0,22049432187.784737
2025-05-04,ada,0.675525387375958,24067124311.79545,31638.0,20245.0,1.086197501677208,35627268436.62071,748090.009691688,1.562756236107681,64.0,22054102090.672863
2025-05-05,ada,0.664129564914158,23661908241.87183,32656.0,22534.0,1.0692129927304281,35628451874.342094,748097.8731068842,1.4491878938492944,52.0,22054102090.672863
2025-05-06,ada,0.676374924784291,24098536954.373314,33933.0,21752.0,1.0885538680101103,35628962682.28571,763829.15215528,1.5599944832659065,59.0,22054102090.672863
2025-05-07,ada,0.6713963566602101,23921451030.22228,28323.0,20253.0,1.0809969493548106,35629402502.59474,764241.8105898665,1.3984594874833358,67.0,22054102090.672863
2025-05-08,ada,0.765122693518931,27261344410.61039,38955.0,27387.0,1.2151199190226243,35630029852.11532,863560.624329934,1.422390185124329,65.0,22054102090.672863
2025-05-09,ada,0.7771085763853199,27689640452.41686,43528.0,38775.0,1.2255374857706172,35631623808.88109,864267.2301305492,1.1225789813023856,73.0,22081183126.929264
2025-05-10,ada,0.839621933534312,29918441767.779274,39600.0,28174.0,1.3176474362471307,35633230353.85738,919038.4014922642,1.4055512174345142,70.0,22081183126.929264
2025-05-11,ada,0.805021646351748,28685981945.89557,37047.0,26176.0,1.2632531589509202,35633801992.65033,869128.2660826464,1.4153040953545233,70.0,22081183126.929264
2025-05-12,ada,0.819361946831038,29198838339.172844,41251.0,29196.0,1.2817583018959469,35636068348.18506,872920.2174025528,1.4128990272640087,70.0,22081183126.929264
2025-05-13,ada,0.8310389025387321,29615446477.37722,35705.0,24657.0,1.296250704109541,35636654778.62144,878202.8486107973,1.4480674859066391,70.0,22081183126.929264
2025-05-14,ada,0.7979704367834101,28438728853.371994,47186.0,35691.0,1.2467761710336962,35638825127.41635,825228.4712966755,1.3220699896332408,73.0,22085192251.0009
2025-05-15,ada,0.758737463469786,27041624746.561726,39847.0,29181.0,1.1928488350408628,35640291996.25591,773194.589947939,1.365511805626949,70.0,22085192251.0009
2025-05-16,ada,0.7606811264705561,27111443998.591297,32761.0,22286.0,1.1967271316864052,35641010477.52328,770994.5185406001,1.4700260253073678,71.0,22085192251.0009
2025-05-17,ada,0.7423520788882361,26458437808.396984,31532.0,20282.0,1.1696378717520728,35641360158.94475,746984.6896153394,1.5546790257371068,74.0,22085192251.0009
2025-05-18,ada,0.752988187300638,26837699997.321095,30741.0,19755.0,1.1854639284820676,35641594981.098785,753216.620383447,1.5561123766135156,74.0,22085192251.0009
2025-05-19,ada,0.742437672663386,26462565653.65822,37635.0,23288.0,1.1715584144553222,35642811010.286766,737277.2484959264,1.6160683613878393,74.0,22080315873.734356
2025-05-20,ada,0.7463183111267631,26602708659.451164,34934.0,26758.0,1.1795418685108645,35645257878.35408,739381.4985489156,1.3055534793332835,71.0,22080315873.734356
2025-05-21,ada,0.772222313583226,27527110376.061977,34500.0,23642.0,1.2181277812747475,35646613535.85097,772872.8979055069,1.4592674054648507,70.0,22080315873.734356
2025-05-22,ada,0.8074953169801561,28787573847.266064,35830.0,26659.0,1.2660906929648372,35650453001.91321,810709.59434295,1.3440114032784425,72.0,22080315873.734356
2025-05-23,ada,0.7484654976038501,26684575241.893856,40642.0,60561.0,1.18403627247067,35652378536.24823,752129.1506507202,0.6710919568699328,78.0,22080315873.734356
2025-05-24,ada,0.746075217748868,26599977292.993725,32688.0,22936.0,1.1804072065599747,35653211177.89411,750365.5760469404,1.425183118242065,66.0,22086101194.918575
2025-05-25,ada,0.7586805654069,27050128830.943893,33963.0,24365.0,1.1997225004389613,35654173922.90286,761793.0588716475,1.393925713113072,74.0,22086101194.918575
2025-05-26,ada,0.757863205866506,27021334807.621746,31825.0,23370.0,1.1979660290123437,35654633446.31805,764113.191969622,1.3617886178861789,73.0,22086101194.918575
